churn,accountweeks,contractrenewal,dataplan,datausage,custservcalls,daymins,daycalls,monthlycharge,overagefee,roammins,accountweeks_per_contractrenewal,accountweeks_per_dataplan,accountweeks_per_datausage,accountweeks_per_custservcalls,accountweeks_per_daymins,accountweeks_per_daycalls,accountweeks_per_monthlycharge,accountweeks_per_overagefee,accountweeks_per_roammins,contractrenewal_per_dataplan,contractrenewal_per_datausage,contractrenewal_per_custservcalls,contractrenewal_per_daymins,contractrenewal_per_daycalls,contractrenewal_per_monthlycharge,contractrenewal_per_overagefee,contractrenewal_per_roammins,dataplan_per_datausage,dataplan_per_custservcalls,dataplan_per_daymins,dataplan_per_daycalls,dataplan_per_monthlycharge,dataplan_per_overagefee,dataplan_per_roammins,datausage_per_custservcalls,datausage_per_daymins,datausage_per_daycalls,datausage_per_monthlycharge,datausage_per_overagefee,datausage_per_roammins,custservcalls_per_daymins,custservcalls_per_daycalls,custservcalls_per_monthlycharge,custservcalls_per_overagefee,custservcalls_per_roammins,daymins_per_daycalls,daymins_per_monthlycharge,daymins_per_overagefee,daymins_per_roammins,daycalls_per_monthlycharge,daycalls_per_overagefee,daycalls_per_roammins,monthlycharge_per_overagefee,monthlycharge_per_roammins,overagefee_per_roammins
1,65,1,0,0.29,4,129.1,137,44.9,11.43,12.7,65.0,,224.13793103448276,16.25,0.5034856700232379,0.4744525547445255,1.447661469933185,5.686789151356081,5.118110236220473,,3.4482758620689657,0.25,0.0077459333849728895,0.0072992700729927005,0.022271714922048998,0.08748906386701663,0.07874015748031496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0725,0.0022463206816421377,0.002116788321167883,0.0064587973273942095,0.025371828521434818,0.02283464566929134,0.030983733539891558,0.029197080291970802,0.08908685968819599,0.3499562554680665,0.31496062992125984,0.9423357664233576,2.8752783964365256,11.294838145231846,10.165354330708661,3.0512249443207127,11.986001749781277,10.78740157480315,3.9282589676290462,3.5354330708661417,0.9
0,74,1,0,0.34,0,187.7,127,49.4,8.17,9.1,74.0,,217.6470588235294,,0.3942461374533831,0.5826771653543307,1.4979757085020244,9.057527539779683,8.131868131868131,,2.941176470588235,,0.005327650506126798,0.007874015748031496,0.020242914979757085,0.12239902080783353,0.10989010989010989,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0018114011720831117,0.002677165354330709,0.00688259109311741,0.04161566707466341,0.03736263736263737,0.0,0.0,0.0,0.0,0.0,1.4779527559055117,3.799595141700405,22.974296205630353,20.626373626373628,2.57085020242915,15.544675642594859,13.956043956043956,6.046511627906977,5.428571428571429,0.8978021978021978
0,168,1,0,0.0,1,128.8,96,31.0,5.25,11.2,168.0,,,168.0,1.3043478260869563,1.75,5.419354838709677,32.0,15.000000000000002,,,1.0,0.007763975155279502,0.010416666666666666,0.03225806451612903,0.19047619047619047,0.08928571428571429,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007763975155279502,0.010416666666666666,0.03225806451612903,0.19047619047619047,0.08928571428571429,1.3416666666666668,4.15483870967742,24.533333333333335,11.500000000000002,3.096774193548387,18.285714285714285,8.571428571428571,5.904761904761905,2.7678571428571432,0.46875000000000006
0,95,1,0,0.44,3,156.6,88,52.4,12.38,12.3,95.0,,215.9090909090909,31.666666666666668,0.6066411238825032,1.0795454545454546,1.8129770992366412,7.673667205169628,7.723577235772357,,2.272727272727273,0.3333333333333333,0.006385696040868455,0.011363636363636364,0.019083969465648856,0.08077544426494346,0.08130081300813008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14666666666666667,0.00280970625798212,0.005,0.008396946564885497,0.03554119547657512,0.03577235772357723,0.019157088122605366,0.03409090909090909,0.05725190839694656,0.24232633279483035,0.24390243902439024,1.7795454545454545,2.9885496183206106,12.649434571890144,12.73170731707317,1.6793893129770994,7.108239095315024,7.154471544715447,4.232633279483037,4.260162601626016,1.0065040650406505
0,62,1,0,0.0,4,120.7,70,47.0,15.36,13.1,62.0,,,15.5,0.5136702568351285,0.8857142857142857,1.3191489361702127,4.036458333333334,4.732824427480916,,,0.25,0.008285004142502071,0.014285714285714285,0.02127659574468085,0.06510416666666667,0.07633587786259542,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033140016570008285,0.05714285714285714,0.0851063829787234,0.2604166666666667,0.3053435114503817,1.7242857142857144,2.568085106382979,7.858072916666667,9.213740458015268,1.4893617021276595,4.557291666666667,5.34351145038168,3.0598958333333335,3.5877862595419847,1.1725190839694657
1,161,1,0,0.0,4,332.9,67,84.0,15.89,5.4,161.0,,,40.25,0.4836287173325323,2.4029850746268657,1.9166666666666667,10.13215859030837,29.814814814814813,,,0.25,0.00300390507659958,0.014925373134328358,0.011904761904761904,0.06293266205160478,0.18518518518518517,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01201562030639832,0.05970149253731343,0.047619047619047616,0.2517306482064191,0.7407407407407407,4.96865671641791,3.963095238095238,20.950283196979232,61.64814814814814,0.7976190476190477,4.2164883574575205,12.407407407407407,5.286343612334802,15.555555555555555,2.9425925925925926
0,85,1,1,3.73,1,196.4,139,95.3,14.05,13.8,85.0,85.0,22.78820375335121,85.0,0.43279022403258655,0.6115107913669064,0.8919202518363064,6.049822064056939,6.159420289855072,1.0,0.2680965147453083,1.0,0.0050916496945010185,0.007194244604316547,0.010493179433368312,0.07117437722419928,0.07246376811594203,0.2680965147453083,1.0,0.0050916496945010185,0.007194244604316547,0.010493179433368312,0.07117437722419928,0.07246376811594203,3.73,0.018991853360488798,0.02683453237410072,0.0391395592864638,0.26548042704626335,0.2702898550724638,0.0050916496945010185,0.007194244604316547,0.010493179433368312,0.07117437722419928,0.07246376811594203,1.41294964028777,2.0608604407135362,13.97864768683274,14.231884057971014,1.4585519412381953,9.8932384341637,10.072463768115941,6.782918149466192,6.9057971014492745,1.0181159420289856
0,93,1,0,0.0,3,190.7,114,51.0,10.91,8.1,93.0,,,31.0,0.48767697954902994,0.8157894736842105,1.8235294117647058,8.524289642529789,11.481481481481483,,,0.3333333333333333,0.005243838489774515,0.008771929824561403,0.0196078431372549,0.09165902841429881,0.1234567901234568,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015731515469323547,0.02631578947368421,0.058823529411764705,0.27497708524289644,0.3703703703703704,1.6728070175438596,3.7392156862745094,17.479376718606783,23.54320987654321,2.235294117647059,10.449129239230064,14.074074074074074,4.674610449129239,6.296296296296297,1.3469135802469137
0,76,1,1,2.7,1,189.7,66,78.0,10.64,10.0,76.0,76.0,28.148148148148145,76.0,0.400632577754349,1.1515151515151516,0.9743589743589743,7.142857142857142,7.6,1.0,0.37037037037037035,1.0,0.005271481286241434,0.015151515151515152,0.01282051282051282,0.09398496240601503,0.1,0.37037037037037035,1.0,0.005271481286241434,0.015151515151515152,0.01282051282051282,0.09398496240601503,0.1,2.7,0.014232999472851874,0.04090909090909091,0.03461538461538462,0.25375939849624063,0.27,0.005271481286241434,0.015151515151515152,0.01282051282051282,0.09398496240601503,0.1,2.874242424242424,2.432051282051282,17.82894736842105,18.97,0.8461538461538461,6.203007518796992,6.6,7.330827067669173,7.8,1.064
0,73,1,0,0.0,1,224.4,90,52.0,7.98,13.0,73.0,,,73.0,0.3253119429590018,0.8111111111111111,1.4038461538461537,9.147869674185463,5.615384615384615,,,1.0,0.004456327985739751,0.011111111111111112,0.019230769230769232,0.12531328320802004,0.07692307692307693,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004456327985739751,0.011111111111111112,0.019230769230769232,0.12531328320802004,0.07692307692307693,2.493333333333333,4.315384615384615,28.1203007518797,17.26153846153846,1.7307692307692308,11.278195488721805,6.923076923076923,6.516290726817043,4.0,0.6138461538461539
0,147,1,0,0.31,0,155.1,117,50.1,11.99,10.6,147.0,,474.19354838709677,,0.9477756286266925,1.2564102564102564,2.934131736526946,12.26021684737281,13.867924528301888,,3.2258064516129035,,0.006447453255963895,0.008547008547008548,0.01996007984031936,0.08340283569641367,0.09433962264150944,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0019987105093488074,0.0026495726495726494,0.0061876247504990016,0.02585487906588824,0.029245283018867925,0.0,0.0,0.0,0.0,0.0,1.3256410256410256,3.095808383233533,12.935779816513762,14.632075471698114,2.3353293413173652,9.7581317764804,11.037735849056604,4.178482068390325,4.726415094339623,1.1311320754716983
1,77,1,0,0.0,5,62.4,89,26.0,8.5,5.7,77.0,,,15.4,1.233974358974359,0.8651685393258427,2.9615384615384617,9.058823529411764,13.508771929824562,,,0.2,0.016025641025641028,0.011235955056179775,0.038461538461538464,0.11764705882352941,0.17543859649122806,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08012820512820513,0.056179775280898875,0.19230769230769232,0.5882352941176471,0.8771929824561403,0.701123595505618,2.4,7.341176470588235,10.947368421052632,3.423076923076923,10.470588235294118,15.614035087719298,3.0588235294117645,4.56140350877193,1.4912280701754386
0,130,1,0,0.0,0,183.0,112,38.0,3.65,9.5,130.0,,,,0.7103825136612022,1.1607142857142858,3.4210526315789473,35.61643835616439,13.68421052631579,,,,0.00546448087431694,0.008928571428571428,0.02631578947368421,0.273972602739726,0.10526315789473684,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6339285714285714,4.815789473684211,50.136986301369866,19.263157894736842,2.9473684210526314,30.684931506849317,11.789473684210526,10.41095890410959,4.0,0.38421052631578945
0,111,1,0,0.39,2,110.4,103,34.9,6.87,7.7,111.0,,284.6153846153846,55.5,1.0054347826086956,1.0776699029126213,3.1805157593123212,16.157205240174672,14.415584415584416,,2.564102564102564,0.5,0.009057971014492754,0.009708737864077669,0.02865329512893983,0.14556040756914118,0.12987012987012986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.003532608695652174,0.0037864077669902915,0.011174785100286534,0.056768558951965066,0.05064935064935065,0.018115942028985508,0.019417475728155338,0.05730659025787966,0.29112081513828236,0.2597402597402597,1.071844660194175,3.1633237822349574,16.06986899563319,14.337662337662339,2.9512893982808026,14.992721979621543,13.376623376623376,5.080058224163027,4.532467532467532,0.8922077922077922
0,132,1,0,0.0,0,81.1,86,35.0,12.26,10.3,132.0,,,,1.627620221948212,1.5348837209302326,3.7714285714285714,10.766721044045678,12.815533980582524,,,,0.012330456226880395,0.011627906976744186,0.02857142857142857,0.08156606851549755,0.0970873786407767,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9430232558139534,2.317142857142857,6.6150081566068515,7.873786407766989,2.4571428571428573,7.014681892332789,8.349514563106796,2.8548123980424145,3.3980582524271843,1.1902912621359223
0,174,1,0,0.0,3,124.3,76,45.0,13.86,15.5,174.0,,,58.0,1.3998390989541432,2.289473684210526,3.8666666666666667,12.554112554112555,11.225806451612904,,,0.3333333333333333,0.008045052292839904,0.013157894736842105,0.022222222222222223,0.07215007215007216,0.06451612903225806,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02413515687851971,0.039473684210526314,0.06666666666666667,0.21645021645021645,0.1935483870967742,1.6355263157894737,2.7622222222222224,8.968253968253968,8.019354838709678,1.6888888888888889,5.483405483405484,4.903225806451613,3.2467532467532467,2.903225806451613,0.8941935483870967
0,57,1,1,2.57,0,213.0,115,78.7,9.56,9.5,57.0,57.0,22.178988326848252,,0.2676056338028169,0.4956521739130435,0.724269377382465,5.962343096234309,6.0,1.0,0.38910505836575876,,0.004694835680751174,0.008695652173913044,0.012706480304955527,0.10460251046025104,0.10526315789473684,0.38910505836575876,,0.004694835680751174,0.008695652173913044,0.012706480304955527,0.10460251046025104,0.10526315789473684,,0.012065727699530515,0.02234782608695652,0.0326556543837357,0.26882845188284515,0.27052631578947367,0.0,0.0,0.0,0.0,0.0,1.8521739130434782,2.706480304955527,22.280334728033473,22.42105263157895,1.4612452350698857,12.02928870292887,12.105263157894736,8.232217573221757,8.284210526315789,1.0063157894736843
0,54,1,0,0.0,3,134.3,73,37.0,7.78,14.7,54.0,,,18.0,0.40208488458674607,0.7397260273972602,1.4594594594594594,6.940874035989717,3.673469387755102,,,0.3333333333333333,0.007446016381236038,0.0136986301369863,0.02702702702702703,0.12853470437017994,0.06802721088435375,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022338049143708114,0.0410958904109589,0.08108108108108109,0.3856041131105398,0.20408163265306123,1.8397260273972604,3.62972972972973,17.262210796915166,9.136054421768709,1.972972972972973,9.383033419023135,4.965986394557824,4.755784061696658,2.5170068027210886,0.5292517006802722
0,20,1,0,0.32,0,190.0,109,58.2,12.91,6.3,20.0,,62.5,,0.10526315789473684,0.1834862385321101,0.3436426116838488,1.549186676994578,3.174603174603175,,3.125,,0.005263157894736842,0.009174311926605505,0.017182130584192438,0.07745933384972889,0.15873015873015872,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0016842105263157896,0.0029357798165137615,0.00549828178694158,0.024786986831913247,0.050793650793650794,0.0,0.0,0.0,0.0,0.0,1.7431192660550459,3.2646048109965635,14.71727343144849,30.158730158730158,1.872852233676976,8.443067389620449,17.3015873015873,4.508133230054222,9.238095238095239,2.0492063492063495
0,49,1,0,0.21,1,119.3,117,41.1,10.76,11.1,49.0,,233.33333333333334,49.0,0.41072925398155913,0.4188034188034188,1.192214111922141,4.553903345724907,4.414414414414415,,4.761904761904762,1.0,0.008382229673093043,0.008547008547008548,0.024330900243309,0.0929368029739777,0.0900900900900901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0017602682313495389,0.0017948717948717949,0.0051094890510948905,0.019516728624535316,0.01891891891891892,0.008382229673093043,0.008547008547008548,0.024330900243309,0.0929368029739777,0.0900900900900901,1.0196581196581196,2.9026763990267637,11.08736059479554,10.747747747747749,2.846715328467153,10.87360594795539,10.54054054054054,3.8197026022304836,3.702702702702703,0.9693693693693693
0,142,1,0,0.0,2,84.8,95,27.0,6.84,14.2,142.0,,,71.0,1.6745283018867925,1.4947368421052631,5.2592592592592595,20.760233918128655,10.0,,,0.5,0.01179245283018868,0.010526315789473684,0.037037037037037035,0.14619883040935672,0.07042253521126761,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02358490566037736,0.021052631578947368,0.07407407407407407,0.29239766081871343,0.14084507042253522,0.8926315789473684,3.140740740740741,12.397660818713451,5.971830985915493,3.5185185185185186,13.88888888888889,6.690140845070423,3.947368421052632,1.9014084507042255,0.48169014084507045
0,75,1,0,0.0,1,226.1,105,56.0,10.08,10.3,75.0,,,75.0,0.33171163202122955,0.7142857142857143,1.3392857142857142,7.440476190476191,7.281553398058252,,,1.0,0.004422821760283061,0.009523809523809525,0.017857142857142856,0.0992063492063492,0.0970873786407767,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004422821760283061,0.009523809523809525,0.017857142857142856,0.0992063492063492,0.0970873786407767,2.1533333333333333,4.0375,22.430555555555554,21.95145631067961,1.875,10.416666666666666,10.194174757281553,5.555555555555555,5.4368932038834945,0.978640776699029
0,172,1,0,0.0,3,212.0,121,39.0,1.56,12.6,172.0,,,57.333333333333336,0.8113207547169812,1.421487603305785,4.410256410256411,110.25641025641025,13.650793650793652,,,0.3333333333333333,0.0047169811320754715,0.008264462809917356,0.02564102564102564,0.641025641025641,0.07936507936507936,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014150943396226415,0.024793388429752067,0.07692307692307693,1.923076923076923,0.2380952380952381,1.7520661157024793,5.435897435897436,135.89743589743588,16.825396825396826,3.1025641025641026,77.56410256410255,9.603174603174603,25.0,3.0952380952380953,0.12380952380952381
1,12,1,0,0.0,1,249.6,118,64.0,12.62,11.8,12.0,,,12.0,0.04807692307692308,0.1016949152542373,0.1875,0.9508716323296356,1.0169491525423728,,,1.0,0.004006410256410257,0.00847457627118644,0.015625,0.0792393026941363,0.0847457627118644,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004006410256410257,0.00847457627118644,0.015625,0.0792393026941363,0.0847457627118644,2.1152542372881356,3.9,19.778129952456418,21.152542372881353,1.84375,9.350237717908083,10.0,5.071315372424723,5.423728813559322,1.0694915254237287
0,57,1,1,2.24,0,176.8,94,69.4,9.75,8.3,57.0,57.0,25.44642857142857,,0.32239819004524883,0.6063829787234043,0.8213256484149856,5.846153846153846,6.8674698795180715,1.0,0.4464285714285714,,0.005656108597285068,0.010638297872340425,0.01440922190201729,0.10256410256410256,0.12048192771084336,0.4464285714285714,,0.005656108597285068,0.010638297872340425,0.01440922190201729,0.10256410256410256,0.12048192771084336,,0.012669683257918552,0.023829787234042554,0.03227665706051873,0.22974358974358977,0.26987951807228916,0.0,0.0,0.0,0.0,0.0,1.8808510638297873,2.547550432276657,18.133333333333333,21.301204819277107,1.3544668587896251,9.64102564102564,11.325301204819276,7.117948717948718,8.36144578313253,1.1746987951807228
0,72,1,1,3.97,3,220.0,80,95.7,10.87,14.7,72.0,72.0,18.1360201511335,24.0,0.32727272727272727,0.9,0.7523510971786833,6.623735050597976,4.8979591836734695,1.0,0.2518891687657431,0.3333333333333333,0.004545454545454545,0.0125,0.01044932079414838,0.09199632014719412,0.06802721088435375,0.2518891687657431,0.3333333333333333,0.004545454545454545,0.0125,0.01044932079414838,0.09199632014719412,0.06802721088435375,1.3233333333333335,0.018045454545454545,0.049625,0.04148380355276907,0.3652253909843607,0.27006802721088435,0.013636363636363636,0.0375,0.03134796238244514,0.27598896044158233,0.20408163265306123,2.75,2.2988505747126435,20.239190432382706,14.965986394557824,0.8359456635318704,7.35970561177553,5.442176870748299,8.804047838086477,6.510204081632653,0.7394557823129252
0,36,1,1,3.92,0,146.3,128,78.2,8.13,14.5,36.0,36.0,9.183673469387756,,0.24606971975393027,0.28125,0.46035805626598464,4.428044280442804,2.4827586206896552,1.0,0.25510204081632654,,0.00683526999316473,0.0078125,0.01278772378516624,0.12300123001230011,0.06896551724137931,0.25510204081632654,,0.00683526999316473,0.0078125,0.01278772378516624,0.12300123001230011,0.06896551724137931,,0.02679425837320574,0.030625,0.050127877237851656,0.48216482164821645,0.27034482758620687,0.0,0.0,0.0,0.0,0.0,1.14296875,1.870843989769821,17.995079950799507,10.089655172413794,1.6368286445012787,15.744157441574414,8.827586206896552,9.61869618696187,5.393103448275863,0.5606896551724139
0,78,1,0,0.0,1,130.8,64,42.0,11.19,10.0,78.0,,,78.0,0.5963302752293578,1.21875,1.8571428571428572,6.970509383378016,7.8,,,1.0,0.0076452599388379195,0.015625,0.023809523809523808,0.08936550491510277,0.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076452599388379195,0.015625,0.023809523809523808,0.08936550491510277,0.1,2.04375,3.1142857142857148,11.689008042895443,13.080000000000002,1.5238095238095237,5.719392314566577,6.4,3.7533512064343166,4.2,1.119
0,136,0,1,2.84,3,203.9,106,79.4,9.38,10.5,,136.0,47.887323943661976,45.333333333333336,0.6669936243256498,1.2830188679245282,1.7128463476070528,14.498933901918976,12.952380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35211267605633806,0.3333333333333333,0.004904364884747425,0.009433962264150943,0.012594458438287152,0.10660980810234541,0.09523809523809523,0.9466666666666667,0.013928396272682686,0.02679245283018868,0.03576826196473551,0.30277185501066095,0.2704761904761905,0.014713094654242274,0.02830188679245283,0.03778337531486146,0.3198294243070362,0.2857142857142857,1.9235849056603773,2.5680100755667503,21.73773987206823,19.41904761904762,1.3350125944584381,11.300639658848613,10.095238095238095,8.464818763326226,7.561904761904763,0.8933333333333334
