accountweeks,contractrenewal,dataplan,datausage,custservcalls,daymins,daycalls,monthlycharge,overagefee,roammins,accountweeks_per_contractrenewal,accountweeks_per_dataplan,accountweeks_per_datausage,accountweeks_per_custservcalls,accountweeks_per_daymins,accountweeks_per_daycalls,accountweeks_per_monthlycharge,accountweeks_per_overagefee,accountweeks_per_roammins,contractrenewal_per_dataplan,contractrenewal_per_datausage,contractrenewal_per_custservcalls,contractrenewal_per_daymins,contractrenewal_per_daycalls,contractrenewal_per_monthlycharge,contractrenewal_per_overagefee,contractrenewal_per_roammins,dataplan_per_datausage,dataplan_per_custservcalls,dataplan_per_daymins,dataplan_per_daycalls,dataplan_per_monthlycharge,dataplan_per_overagefee,dataplan_per_roammins,datausage_per_custservcalls,datausage_per_daymins,datausage_per_daycalls,datausage_per_monthlycharge,datausage_per_overagefee,datausage_per_roammins,custservcalls_per_daymins,custservcalls_per_daycalls,custservcalls_per_monthlycharge,custservcalls_per_overagefee,custservcalls_per_roammins,daymins_per_daycalls,daymins_per_monthlycharge,daymins_per_overagefee,daymins_per_roammins,daycalls_per_monthlycharge,daycalls_per_overagefee,daycalls_per_roammins,monthlycharge_per_overagefee,monthlycharge_per_roammins,overagefee_per_roammins
108,1,1,2.59,4,162.1,83,68.9,8.59,9.6,108.0,108.0,41.6988416988417,27.0,0.6662553979025293,1.3012048192771084,1.5674891146589258,12.572759022118744,11.25,1.0,0.3861003861003861,0.25,0.0061690314620604,0.0120481927710843,0.0145137880986937,0.1164144353899883,0.1041666666666666,0.3861003861003861,0.25,0.0061690314620604,0.0120481927710843,0.0145137880986937,0.1164144353899883,0.1041666666666666,0.6475,0.0159777914867365,0.0312048192771084,0.0375907111756168,0.3015133876600698,0.2697916666666666,0.0246761258482418,0.0481927710843373,0.058055152394775,0.4656577415599534,0.4166666666666667,1.953012048192771,2.352685050798258,18.870779976717117,16.885416666666668,1.2046444121915818,9.662398137369031,8.645833333333334,8.0209545983702,7.177083333333334,0.8947916666666667
53,1,0,0.0,0,168.8,97,48.0,11.02,10.9,53.0,,,,0.3139810426540284,0.5463917525773195,1.1041666666666667,4.809437386569873,4.862385321100917,,,,0.0059241706161137,0.0103092783505154,0.0208333333333333,0.0907441016333938,0.091743119266055,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7402061855670103,3.516666666666667,15.31760435571688,15.486238532110091,2.020833333333333,8.802177858439201,8.899082568807339,4.355716878402904,4.403669724770642,1.0110091743119265
68,1,1,2.59,2,122.9,93,66.9,11.68,9.6,68.0,68.0,26.254826254826256,34.0,0.5532953620829942,0.7311827956989247,1.01644245142003,5.821917808219178,7.083333333333334,1.0,0.3861003861003861,0.5,0.0081366965012205,0.010752688172043,0.014947683109118,0.0856164383561643,0.1041666666666666,0.3861003861003861,0.5,0.0081366965012205,0.010752688172043,0.014947683109118,0.0856164383561643,0.1041666666666666,1.295,0.0210740439381611,0.0278494623655913,0.0387144992526158,0.2217465753424657,0.2697916666666666,0.016273393002441,0.021505376344086,0.0298953662182361,0.1712328767123287,0.2083333333333333,1.321505376344086,1.8370702541106128,10.522260273972604,12.802083333333334,1.390134529147982,7.962328767123288,9.6875,5.727739726027398,6.968750000000001,1.2166666666666668
166,0,0,0.0,0,47.7,89,31.0,13.22,13.2,,,,,3.480083857442348,1.8651685393258424,5.354838709677419,12.556732223903175,12.575757575757576,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5359550561797753,1.538709677419355,3.6081694402420577,3.613636363636364,2.870967741935484,6.732223903177005,6.742424242424243,2.344931921331316,2.3484848484848486,1.0015151515151517
63,1,0,0.27,3,211.8,84,58.7,11.55,10.7,63.0,,233.3333333333333,21.0,0.2974504249291784,0.75,1.0732538330494037,5.454545454545454,5.88785046728972,,3.7037037037037033,0.3333333333333333,0.0047214353163361,0.0119047619047619,0.0170357751277683,0.0865800865800865,0.0934579439252336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0012747875354107,0.0032142857142857,0.0045996592844974,0.0233766233766233,0.025233644859813,0.0141643059490084,0.0357142857142857,0.0511073253833049,0.2597402597402597,0.2803738317757009,2.521428571428572,3.6081771720613287,18.337662337662337,19.79439252336449,1.4310051107325383,7.272727272727272,7.850467289719627,5.082251082251082,5.485981308411216,1.0794392523364489
116,1,1,2.21,3,155.7,104,65.1,9.27,8.2,116.0,116.0,52.48868778280543,38.66666666666666,0.7450224791265254,1.1153846153846154,1.7818740399385562,12.513484358144552,14.146341463414636,1.0,0.4524886877828054,0.3333333333333333,0.0064226075786769,0.0096153846153846,0.0153609831029185,0.1078748651564185,0.1219512195121951,0.4524886877828054,0.3333333333333333,0.0064226075786769,0.0096153846153846,0.0153609831029185,0.1078748651564185,0.1219512195121951,0.7366666666666667,0.014193962748876,0.0212499999999999,0.03394777265745,0.238403451995685,0.2695121951219512,0.0192678227360308,0.0288461538461538,0.0460829493087557,0.3236245954692557,0.3658536585365854,1.4971153846153844,2.391705069124424,16.796116504854368,18.98780487804878,1.597542242703533,11.21898597626753,12.682926829268292,7.022653721682848,7.939024390243903,1.130487804878049
106,1,0,0.25,2,165.3,118,48.5,10.5,8.5,106.0,,424.0,53.0,0.6412583182093163,0.8983050847457628,2.185567010309278,10.095238095238097,12.470588235294118,,4.0,0.5,0.0060496067755595,0.0084745762711864,0.0206185567010309,0.0952380952380952,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0015124016938898,0.0021186440677966,0.0051546391752577,0.0238095238095238,0.0294117647058823,0.0120992135511191,0.0169491525423728,0.0412371134020618,0.1904761904761904,0.2352941176470588,1.4008474576271188,3.4082474226804127,15.742857142857144,19.447058823529414,2.4329896907216493,11.238095238095235,13.882352941176473,4.619047619047619,5.705882352941177,1.2352941176470589
40,1,1,1.67,2,148.1,74,56.7,8.48,6.2,40.0,40.0,23.952095808383238,20.0,0.2700877785280216,0.5405405405405406,0.7054673721340388,4.716981132075471,6.451612903225806,1.0,0.5988023952095809,0.5,0.0067521944632005,0.0135135135135135,0.0176366843033509,0.1179245283018867,0.1612903225806451,0.5988023952095809,0.5,0.0067521944632005,0.0135135135135135,0.0176366843033509,0.1179245283018867,0.1612903225806451,0.835,0.0112761647535449,0.0225675675675675,0.0294532627865961,0.1969339622641509,0.2693548387096774,0.013504388926401,0.027027027027027,0.0352733686067019,0.2358490566037735,0.3225806451612903,2.0013513513513512,2.6119929453262785,17.464622641509433,23.887096774193548,1.3051146384479717,8.726415094339622,11.935483870967742,6.686320754716981,9.14516129032258,1.367741935483871
68,1,0,0.34,3,231.1,57,56.4,7.67,9.6,68.0,,200.0,22.666666666666668,0.2942449156209433,1.1929824561403508,1.2056737588652482,8.865710560625814,7.083333333333334,,2.941176470588235,0.3333333333333333,0.0043271311120726,0.0175438596491228,0.0177304964539007,0.1303780964797914,0.1041666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1133333333333333,0.0014712245781047,0.0059649122807017,0.0060283687943262,0.044328552803129,0.0354166666666666,0.012981393336218,0.0526315789473684,0.0531914893617021,0.3911342894393741,0.3125,4.054385964912281,4.097517730496454,30.13037809647979,24.072916666666668,1.0106382978723405,7.431551499348109,5.9375,7.353324641460235,5.875,0.7989583333333333
161,1,0,0.0,1,178.1,109,43.0,7.33,8.5,161.0,,,161.0,0.9039865244244808,1.4770642201834865,3.744186046511628,21.964529331514324,18.94117647058824,,,1.0,0.0056148231330713,0.0091743119266055,0.0232558139534883,0.1364256480218281,0.1176470588235294,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056148231330713,0.0091743119266055,0.0232558139534883,0.1364256480218281,0.1176470588235294,1.6339449541284403,4.141860465116279,24.297407912687586,20.95294117647059,2.5348837209302326,14.870395634379264,12.823529411764708,5.866302864938608,5.0588235294117645,0.8623529411764705
143,1,0,0.0,4,167.8,72,47.0,10.55,10.5,143.0,,,35.75,0.8522050059594755,1.9861111111111112,3.042553191489361,13.554502369668246,13.61904761904762,,,0.25,0.0059594755661501,0.0138888888888888,0.0212765957446808,0.0947867298578199,0.0952380952380952,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238379022646007,0.0555555555555555,0.0851063829787234,0.3791469194312796,0.3809523809523809,2.330555555555556,3.570212765957447,15.90521327014218,15.980952380952385,1.5319148936170213,6.824644549763033,6.857142857142857,4.454976303317535,4.476190476190476,1.0047619047619047
98,1,0,0.39,2,136.1,82,40.9,7.82,10.1,98.0,,251.28205128205127,49.0,0.7200587803085966,1.195121951219512,2.3960880195599024,12.531969309462916,9.702970297029704,,2.564102564102564,0.5,0.0073475385745775,0.0121951219512195,0.0244498777506112,0.1278772378516624,0.099009900990099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.0028655400440852,0.0047560975609756,0.0095354523227383,0.0498721227621483,0.0386138613861386,0.014695077149155,0.024390243902439,0.0488997555012225,0.2557544757033248,0.198019801980198,1.6597560975609755,3.3276283618581908,17.404092071611252,13.475247524752476,2.0048899755501224,10.485933503836316,8.118811881188119,5.230179028132992,4.0495049504950495,0.7742574257425743
85,1,1,2.57,2,229.6,123,76.7,6.62,9.5,85.0,85.0,33.0739299610895,42.5,0.3702090592334495,0.6910569105691057,1.1082138200782268,12.839879154078549,8.947368421052632,1.0,0.3891050583657587,0.5,0.0043554006968641,0.008130081300813,0.0130378096479791,0.1510574018126888,0.1052631578947368,0.3891050583657587,0.5,0.0043554006968641,0.008130081300813,0.0130378096479791,0.1510574018126888,0.1052631578947368,1.285,0.0111933797909407,0.0208943089430894,0.0335071707953063,0.3882175226586102,0.2705263157894736,0.0087108013937282,0.016260162601626,0.0260756192959582,0.3021148036253776,0.2105263157894736,1.8666666666666667,2.9934810951760102,34.68277945619335,24.16842105263158,1.603650586701434,18.580060422960724,12.947368421052632,11.586102719033232,8.073684210526316,0.6968421052631579
99,1,0,0.28,1,145.6,102,47.8,11.55,11.4,99.0,,353.57142857142856,99.0,0.679945054945055,0.9705882352941176,2.071129707112971,8.571428571428571,8.68421052631579,,3.571428571428571,1.0,0.0068681318681318,0.0098039215686274,0.0209205020920502,0.0865800865800865,0.087719298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0019230769230769,0.0027450980392156,0.005857740585774,0.0242424242424242,0.0245614035087719,0.0068681318681318,0.0098039215686274,0.0209205020920502,0.0865800865800865,0.087719298245614,1.427450980392157,3.0460251046025104,12.606060606060606,12.771929824561402,2.133891213389121,8.831168831168831,8.947368421052632,4.138528138528138,4.19298245614035,1.013157894736842
102,1,0,0.0,0,158.0,94,45.0,10.4,10.1,102.0,,,,0.6455696202531646,1.0851063829787233,2.2666666666666666,9.807692307692308,10.0990099009901,,,,0.0063291139240506,0.0106382978723404,0.0222222222222222,0.0961538461538461,0.099009900990099,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.680851063829787,3.511111111111111,15.192307692307692,15.643564356435643,2.088888888888889,9.038461538461538,9.306930693069308,4.326923076923077,4.455445544554456,1.0297029702970295
114,1,0,0.0,2,169.2,96,42.0,7.5,4.6,114.0,,,57.0,0.673758865248227,1.1875,2.7142857142857144,15.2,24.782608695652176,,,0.5,0.0059101654846335,0.0104166666666666,0.0238095238095238,0.1333333333333333,0.2173913043478261,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118203309692671,0.0208333333333333,0.0476190476190476,0.2666666666666666,0.4347826086956522,1.7625,4.0285714285714285,22.56,36.78260869565217,2.2857142857142856,12.8,20.869565217391305,5.6,9.130434782608695,1.6304347826086958
118,1,1,2.59,5,170.8,114,71.9,9.98,9.6,118.0,118.0,45.55984555984556,23.6,0.6908665105386417,1.0350877192982455,1.6411682892906814,11.823647294589176,12.291666666666668,1.0,0.3861003861003861,0.2,0.0058548009367681,0.0087719298245614,0.0139082058414464,0.1002004008016032,0.1041666666666666,0.3861003861003861,0.2,0.0058548009367681,0.0087719298245614,0.0139082058414464,0.1002004008016032,0.1041666666666666,0.518,0.0151639344262295,0.022719298245614,0.0360222531293463,0.2595190380761523,0.2697916666666666,0.0292740046838407,0.043859649122807,0.0695410292072322,0.501002004008016,0.5208333333333334,1.4982456140350875,2.375521557719054,17.11422845691383,17.791666666666668,1.5855354659248957,11.422845691382763,11.875,7.204408817635271,7.489583333333334,1.0395833333333335
36,1,0,0.0,0,117.1,94,40.0,11.77,9.0,36.0,,,,0.3074295473953886,0.3829787234042553,0.9,3.058623619371283,4.0,,,,0.0085397096498719,0.0106382978723404,0.025,0.0849617672047578,0.1111111111111111,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2457446808510635,2.9275,9.949022939677144,13.011111111111113,2.35,7.986406117247239,10.444444444444445,3.3984706881903146,4.444444444444445,1.3077777777777777
114,1,0,0.0,5,147.1,119,39.0,8.05,9.0,114.0,,,22.8,0.7749830047586675,0.957983193277311,2.923076923076923,14.161490683229813,12.666666666666666,,,0.2,0.0067980965329707,0.0084033613445378,0.0256410256410256,0.124223602484472,0.1111111111111111,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339904826648538,0.042016806722689,0.1282051282051282,0.6211180124223602,0.5555555555555556,1.2361344537815129,3.771794871794872,18.27329192546584,16.344444444444445,3.051282051282051,14.782608695652172,13.22222222222222,4.84472049689441,4.333333333333333,0.8944444444444445
68,1,0,0.0,2,249.9,127,65.0,12.73,8.9,68.0,,,34.0,0.2721088435374149,0.5354330708661418,1.0461538461538462,5.341712490180675,7.640449438202247,,,0.5,0.0040016006402561,0.0078740157480314,0.0153846153846153,0.0785545954438334,0.1123595505617977,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080032012805122,0.0157480314960629,0.0307692307692307,0.1571091908876669,0.2247191011235955,1.967716535433071,3.844615384615385,19.63079340141398,28.078651685393258,1.9538461538461536,9.97643362136685,14.269662921348312,5.106048703849175,7.303370786516854,1.4303370786516854
126,1,0,0.0,3,249.8,96,65.0,13.1,12.7,126.0,,,42.0,0.5044035228182546,1.3125,1.9384615384615385,9.618320610687023,9.921259842519683,,,0.3333333333333333,0.0040032025620496,0.0104166666666666,0.0153846153846153,0.0763358778625954,0.0787401574803149,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120096076861489,0.03125,0.0461538461538461,0.2290076335877862,0.2362204724409449,2.6020833333333333,3.8430769230769233,19.068702290076335,19.66929133858268,1.476923076923077,7.32824427480916,7.559055118110237,4.961832061068702,5.118110236220473,1.031496062992126
83,1,1,3.59,0,95.9,87,74.9,13.08,13.3,83.0,83.0,23.119777158774376,,0.8654848800834202,0.9540229885057472,1.1081441922563418,6.345565749235474,6.240601503759399,1.0,0.2785515320334262,,0.0104275286757038,0.0114942528735632,0.0133511348464619,0.0764525993883792,0.075187969924812,0.2785515320334262,,0.0104275286757038,0.0114942528735632,0.0133511348464619,0.0764525993883792,0.075187969924812,,0.0374348279457768,0.0412643678160919,0.0479305740987983,0.2744648318042813,0.2699248120300752,0.0,0.0,0.0,0.0,0.0,1.1022988505747129,1.280373831775701,7.331804281345566,7.2105263157894735,1.1615487316421895,6.651376146788991,6.541353383458646,5.726299694189603,5.631578947368421,0.9834586466165413
69,1,0,0.0,0,196.1,87,54.0,11.84,11.9,69.0,,,,0.3518612952575217,0.7931034482758621,1.2777777777777777,5.827702702702703,5.798319327731092,,,,0.0050994390617032,0.0114942528735632,0.0185185185185185,0.0844594594594594,0.0840336134453781,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.254022988505747,3.631481481481481,16.5625,16.478991596638654,1.6111111111111112,7.347972972972973,7.310924369747899,4.5608108108108105,4.53781512605042,0.9949579831932772
93,1,1,3.19,4,134.2,105,68.9,8.13,11.8,93.0,93.0,29.153605015673985,23.25,0.6929955290611028,0.8857142857142857,1.3497822931785195,11.43911439114391,7.881355932203389,1.0,0.3134796238244514,0.25,0.007451564828614,0.0095238095238095,0.0145137880986937,0.1230012300123001,0.0847457627118644,0.3134796238244514,0.25,0.007451564828614,0.0095238095238095,0.0145137880986937,0.1230012300123001,0.0847457627118644,0.7975,0.0237704918032786,0.0303809523809523,0.046298984034833,0.3923739237392373,0.2703389830508474,0.029806259314456,0.0380952380952381,0.058055152394775,0.4920049200492004,0.3389830508474576,1.278095238095238,1.9477503628447024,16.506765067650672,11.372881355932202,1.5239477503628445,12.915129151291511,8.898305084745763,8.474784747847478,5.838983050847458,0.6889830508474577
131,1,1,2.57,3,214.2,115,76.7,8.09,9.5,131.0,131.0,50.9727626459144,43.66666666666666,0.611577964519141,1.1391304347826088,1.7079530638852671,16.19283065512979,13.789473684210526,1.0,0.3891050583657587,0.3333333333333333,0.0046685340802987,0.008695652173913,0.0130378096479791,0.1236093943139678,0.1052631578947368,0.3891050583657587,0.3333333333333333,0.0046685340802987,0.008695652173913,0.0130378096479791,0.1236093943139678,0.1052631578947368,0.8566666666666666,0.0119981325863678,0.0223478260869565,0.0335071707953063,0.3176761433868973,0.2705263157894736,0.0140056022408963,0.0260869565217391,0.0391134289439374,0.3708281829419036,0.3157894736842105,1.862608695652174,2.7926988265971318,26.477132262051917,22.54736842105263,1.499348109517601,14.215080346106305,12.105263157894736,9.480840543881335,8.073684210526316,0.851578947368421
127,1,1,2.48,3,2.6,113,47.8,12.7,9.2,127.0,127.0,51.20967741935484,42.333333333333336,48.84615384615385,1.1238938053097345,2.6569037656903767,10.0,13.804347826086955,1.0,0.4032258064516129,0.3333333333333333,0.3846153846153846,0.0088495575221238,0.0209205020920502,0.0787401574803149,0.108695652173913,0.4032258064516129,0.3333333333333333,0.3846153846153846,0.0088495575221238,0.0209205020920502,0.0787401574803149,0.108695652173913,0.8266666666666667,0.9538461538461538,0.0219469026548672,0.0518828451882845,0.1952755905511811,0.2695652173913043,1.1538461538461535,0.0265486725663716,0.0627615062761506,0.2362204724409449,0.3260869565217391,0.0230088495575221,0.0543933054393305,0.2047244094488189,0.2826086956521739,2.3640167364016738,8.89763779527559,12.282608695652176,3.763779527559055,5.195652173913044,1.3804347826086958
150,1,0,0.0,4,178.9,101,45.0,8.46,13.8,150.0,,,37.5,0.8384572386808272,1.4851485148514851,3.333333333333333,17.730496453900706,10.869565217391305,,,0.25,0.0055897149245388,0.0099009900990099,0.0222222222222222,0.1182033096926713,0.072463768115942,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223588596981553,0.0396039603960396,0.0888888888888888,0.4728132387706855,0.2898550724637681,1.7712871287128713,3.975555555555556,21.14657210401891,12.96376811594203,2.2444444444444445,11.938534278959809,7.318840579710145,5.319148936170213,3.260869565217391,0.6130434782608696
111,1,0,0.0,0,176.4,62,48.0,10.05,11.2,111.0,,,,0.6292517006802721,1.7903225806451613,2.3125,11.044776119402984,9.910714285714286,,,,0.0056689342403628,0.0161290322580645,0.0208333333333333,0.099502487562189,0.0892857142857142,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8451612903225807,3.675,17.55223880597015,15.750000000000002,1.2916666666666667,6.169154228855721,5.535714285714287,4.776119402985074,4.285714285714286,0.8973214285714287
